ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงการทาง,จังหวัด
218,101,บุรีรัมย์ - โคกสูง,5+100,"4,965","2,026","1,056",782,760,"14,359","1,943","1,202",619,237,"27,949",19.83,321,"12,747",ขท.บุรีรัมย์,บุรีรัมย์
218,102,โคกสูง - นางรอง,38+800,"3,589","1,508",135,41,80,"1,845",334,219,191,254,"8,196",13.65,37,909,ขท.บุรีรัมย์,บุรีรัมย์
219,101,บรบือ -  ยางสีสุราช,21+321,"1,105",848,103,67,60,"1,657",370,118,66,51,"4,445",16.47,44,717,ขท.มหาสารคาม,มหาสารคาม
219,101,บรบือ -  ยางสีสุราช,33+611,"2,152",306,163,88,94,"2,245",439,114,85,71,"5,757",15.48,166,"1,904",ขท.มหาสารคาม,มหาสารคาม
219,102,ยางสีสุราช - ห้วยพลับพลา,60+118,883,194,7,7,29,"1,614",200,178,286,38,"3,436",21.48,21,815,ขท.มหาสารคาม,มหาสารคาม
219,102,ยางสีสุราช - ห้วยพลับพลา,69+218,955,587,19,24,57,"3,688",162,122,122,65,"5,801",9.52,19,847,ขท.มหาสารคาม,มหาสารคาม
219,102,ยางสีสุราช - ห้วยพลับพลา,78+289,967,685,20,17,61,"3,157",244,129,329,110,"5,719",15.56,19,733,ขท.มหาสารคาม,มหาสารคาม
219,200,ห้วยพลับพลา - สตึก,80+914,"1,915","1,160",26,65,197,"2,347",608,342,407,304,"7,371",26.09,4,"1,122",ขท.สุรินทร์,สุรินทร์
219,301,สตึก - หัวถนน,118+182,"1,572",712,85,69,116,"4,685",303,363,503,257,"8,665",18.59,28,"1,017",ขท.บุรีรัมย์,บุรีรัมย์
220,101,ศรีสะเกษ - วังหิน,12+500,"3,401",525,57,54,32,"5,567",328,108,84,71,"10,227",6.62,26,"2,276",ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
220,102,วังหิน - ขุขันธ์,48+370,"2,703",864,89,87,39,"6,951",296,110,123,79,"11,341",6.47,42,"3,724",ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
221,101,ศรีสะเกษ - ภูเงิน,4+780,"3,797","2,567",610,656,628,"4,600",757,617,592,440,"15,264",24.18,236,"3,230",ขท.ศรีสะเกษที่ 2,ศรีสะเกษ
221,101,ศรีสะเกษ - ภูเงิน,15+432,"1,912","1,640",29,29,43,"3,035",99,52,58,16,"6,913",4.30,53,"2,508",ขท.ศรีสะเกษที่ 2,ศรีสะเกษ
221,103,แยกการช่าง - เชิงบันไดเขาพระวิหาร,58+000,"4,608","3,084",121,103,81,946,323,124,162,103,"9,655",9.28,15,"2,834",ขท.ศรีสะเกษที่ 2,ศรีสะเกษ
221,103,แยกการช่าง - เชิงบันไดเขาพระวิหาร,74+675,"3,357",698,93,47,45,232,104,104,99,50,"4,829",9.30,45,"1,459",ขท.ศรีสะเกษที่ 2,ศรีสะเกษ
222,102,เดื่อศรีคันไชย - หนองแวง,16+225,"2,353",223,93,18,64,"3,573",203,85,113,30,"6,755",7.59,23,"1,186",ขท.สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
222,201,หนองแวง - ท่ากกแดง,42+700,"2,904","2,398",38,30,50,959,385,174,353,144,"7,435",15.28,127,"1,194",ขท.บึงกาฬ,สกลนคร
222,202,ท่ากกแดง - บึงกาฬ,61+385,954,288,94,97,131,"2,813",115,100,103,104,"4,799",13.54,80,"1,599",ขท.บึงกาฬ,บึงกาฬ
222,202,ท่ากกแดง - บึงกาฬ,80+000,"2,463",783,117,103,114,"2,629",431,278,142,127,"7,187",16.63,82,"2,353",ขท.บึงกาฬ,บึงกาฬ
222,202,ท่ากกแดง - บึงกาฬ,120+000,"2,829","3,028",404,368,333,351,427,406,261,192,"8,599",23.11,240,"2,078",ขท.บึงกาฬ,บึงกาฬ
223,100,สกลนคร - นาแก,2+500,"3,215","1,852",412,107,29,"8,380",356,196,76,56,"14,679",5.59,75,"2,656",ขท.สกลนครที่ 1,สกลนคร
223,100,สกลนคร - นาแก,19+567,"2,362","1,399",264,79,62,"5,378",324,174,147,80,"10,269",8.43,75,"2,356",ขท.สกลนครที่ 1,สกลนคร
223,100,สกลนคร - นาแก,42+617,"2,519",327,93,20,22,"3,482",206,90,64,71,"6,894",6.86,24,"2,293",ขท.สกลนครที่ 1,นครพนม
223,200,นาแก - บ้านต้อง,48+999,"4,336","3,681","1,133",729,797,"3,631","1,736","2,030","1,331",819,"20,223",36.80,194,"3,388",ขท.นครพนม,นครพนม
224,100,นครราชสีมา - หัวทะเล,2+535,"12,974","9,653",914,360,674,"3,921",732,486,402,447,"30,563",10.15,40,"4,747",ขท.นครราชสีมาที่ 2,นครราชสีมา
224,201,หัวทะเล - โชคชัย,19+468,"7,007","5,717",345,388,481,"9,694","1,014",680,656,482,"26,464",13.99,177,"6,495",ขท.นครราชสีมาที่ 3,นครราชสีมา
224,203,พะโค - หนองสนวน,37+259,"4,495","4,456","1,526","1,357","1,407","5,502","2,512","2,415","2,215","1,862","27,747",42.41,"1,081","4,475",ขท.นครราชสีมาที่ 3,นครราชสีมา
224,203,พะโค - หนองสนวน,61+171,"5,251","4,654","1,013","1,037","1,074","5,262","2,055","1,812","1,528","1,408","25,094",35.52,961,"4,043",ขท.นครราชสีมาที่ 3,นครราชสีมา
224,203,พะโค - หนองสนวน,91+671,"5,276","4,771",995,921,"1,018","4,913","2,588","2,042","1,883","1,609","26,016",38.67,904,"4,033",ขท.นครราชสีมาที่ 3,นครราชสีมา
224,301,หนองสนวน - หนองต้อ,124+667,698,380,35,30,41,"1,295",343,166,152,56,"3,196",24.66,33,902,ขท.บุรีรัมย์,บุรีรัมย์
224,302,หนองต้อ - ตาเมียง,168+635,"2,004","1,418",26,15,21,"2,471",342,121,195,99,"6,712",11.82,20,"1,750",ขท.บุรีรัมย์,บุรีรัมย์
224,302,หนองต้อ - ตาเมียง,175+376,396,237,26,0,0,"1,256",101,35,51,4,"2,106",9.07,6,"1,008",ขท.บุรีรัมย์,บุรีรัมย์
224,400,ตาเมียง - หินโคน,202+966,836,244,68,31,8,410,83,32,166,6,"1,884",17.30,29,714,ขท.สุรินทร์,สุรินทร์
224,400,ตาเมียง - หินโคน,221+381,"1,102","1,224",33,17,12,379,206,103,241,51,"3,368",18.71,42,921,ขท.สุรินทร์,สุรินทร์
225,100,แยกบึงบอระเพ็ด - เกรียงไกรกลาง,2+500,"2,640","1,609",0,0,69,"2,601",210,"1,019",236,154,"8,538",19.77,27,"2,996",ขท.นครสวรรค์ที่ 1,นครสวรรค์
225,201,เกรียงไกรกลาง - เกยไชย,22+000,"1,769","1,589",0,2,48,"2,428",259,160,210,87,"6,552",11.69,3,"1,155",ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
225,202,เกยไชย - ศรีมงคล,42+500,"1,126","1,024",4,0,0,"1,192",169,123,198,59,"3,895",14.10,5,528,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
225,202,เกยไชย - ศรีมงคล,47+525,"1,250",333,31,0,5,"1,882",129,89,146,76,"3,941",11.29,5,855,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
225,202,เกยไชย - ศรีมงคล,76+582,"1,279","1,289",16,0,0,598,144,85,188,70,"3,669",13.27,2,610,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
225,300,ศรีมงคล - น้ำอ้อม,118+082,"2,260","1,239",902,42,21,"1,847","1,022","1,058",686,95,"9,172",31.88,41,"1,597",ขท.เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
225,300,ศรีมงคล - น้ำอ้อม,128+809,"1,327","2,263",49,19,24,826,699,603,680,135,"6,625",32.60,49,"1,188",ขท.เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
225,300,ศรีมงคล - น้ำอ้อม,138+907,"2,162",71,50,36,30,119,144,114,154,85,"2,965",18.99,31,615,ขท.เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
225,401,น้ำอ้อม - หนองบัวระเหว,218+282,"1,781",834,3,9,74,"1,943",331,145,44,12,"5,176",11.88,6,815,ขท.ชัยภูมิ,ชัยภูมิ
225,402,หนองบัวระเหว - ชัยภูมิ,243+040,"6,623",471,66,44,53,272,266,99,117,84,"8,095",8.19,54,"1,557",ขท.ชัยภูมิ,ชัยภูมิ
226,100,หัวทะเล - หนองกระทิง,1+850,"8,387","7,445",279,113,414,690,365,329,249,195,"18,466",9.02,42,"3,778",ขท.นครราชสีมาที่ 3,นครราชสีมา
226,100,หัวทะเล - หนองกระทิง,51+398,"2,648","2,997",67,55,137,851,351,281,137,144,"7,668",14.41,59,891,ขท.นครราชสีมาที่ 3,นครราชสีมา
226,100,หัวทะเล - หนองกระทิง,66+980,"2,439","2,793",36,28,83,"1,954",399,202,148,137,"8,219",12.13,21,790,ขท.นครราชสีมาที่ 3,นครราชสีมา
226,201,หนองกระทิง - ลำปลายมาศ,84+098,"1,797",481,15,2,70,"2,672",274,132,115,121,"5,679",12.57,18,864,ขท.บุรีรัมย์,บุรีรัมย์
226,201,หนองกระทิง - ลำปลายมาศ,90+498,"2,377","2,189",83,38,70,"1,550",377,266,192,128,"7,270",14.73,8,"1,166",ขท.บุรีรัมย์,บุรีรัมย์
226,203,หนองม้า - กระสัง,108+798,"5,701","3,683",185,166,132,"9,036",411,294,229,141,"19,978",6.87,107,"3,736",ขท.บุรีรัมย์,บุรีรัมย์
226,204,กระสัง - ระกา,118+173,"3,294",354,29,24,36,"4,055",441,427,203,117,"8,980",13.90,31,"2,316",ขท.บุรีรัมย์,บุรีรัมย์
226,204,กระสัง - ระกา,126+798,"5,146",484,70,49,52,"2,848",349,169,132,88,"9,387",8.94,11,"2,758",ขท.บุรีรัมย์,บุรีรัมย์
226,205,ระกา - ลำน้ำชี,155+428,"4,406",296,97,19,87,"2,692",333,245,206,163,"8,544",12.32,10,"1,491",ขท.บุรีรัมย์,บุรีรัมย์
226,301,ลำน้ำชี - บ้านพม่า,162+592,"3,702","1,250",103,11,88,"5,718",618,318,355,234,"12,397",13.10,15,"2,180",ขท.สุรินทร์,สุรินทร์
226,301,ลำน้ำชี - บ้านพม่า,175+562,"3,492","1,246",160,57,63,"4,292",483,364,367,194,"10,718",14.26,7,"1,931",ขท.สุรินทร์,สุรินทร์
226,302,บ้านพม่า - ห้วยทับทัน,212+482,"3,042","1,310",90,4,59,"3,900",476,285,351,195,"9,712",14.11,11,"2,729",ขท.สุรินทร์,สุรินทร์
226,302,บ้านพม่า - ห้วยทับทัน,225+572,"2,947",605,95,7,71,"3,884",500,223,237,108,"8,677",13.21,11,"1,081",ขท.สุรินทร์,สุรินทร์
226,401,ห้วยทับทัน - ศรีสะเกษ,246+405,"1,610",978,44,56,57,"3,527",288,167,252,160,"7,139",13.73,8,"1,131",ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
226,401,ห้วยทับทัน - ศรีสะเกษ,253+053,"2,671","2,248",21,23,58,"3,988",329,204,208,152,"9,902",9.84,14,"1,888",ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
226,401,ห้วยทับทัน - ศรีสะเกษ,269+089,"4,097","3,448",124,186,107,"1,991",732,353,266,225,"11,529",16.21,7,"1,930",ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
226,402,ศรีสะเกษ - ห้วยขะยุง,278+212,"8,029","7,452",124,132,143,"6,822",979,471,311,207,"24,670",9.09,25,"4,762",ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
226,402,ศรีสะเกษ - ห้วยขะยุง,300+712,"5,616","5,729",143,96,88,"8,514",500,300,204,234,"21,424",6.64,10,"1,338",ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
226,402,ศรีสะเกษ - ห้วยขะยุง,311+884,"4,544","2,467",106,29,74,"6,561",762,794,226,340,"15,903",13.99,11,912,ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
226,500,ห้วยขะยุง - วารินชำราบ,331+384,"7,545","4,262",319,344,157,"1,156",783,982,350,294,"16,192",17.97,106,"1,103",ขท.อุบลราชธานีที่ 1,อุบลราชธานี
227,101,กาฬสินธุ์ - แยกดงแหลม,4+000,"1,939","1,663",844,771,804,"3,158","1,038",913,776,635,"12,541",39.37,767,"2,592",ขท.กาฬสินธุ์,กาฬสินธุ์
227,101,กาฬสินธุ์ - แยกดงแหลม,33+700,"2,065","1,658",813,737,804,"3,210","1,211",917,731,616,"12,762",39.30,766,"2,558",ขท.กาฬสินธุ์,กาฬสินธุ์
227,102,แยกดงแหลม - ลำพันชาด,66+750,"3,604","2,382",467,385,395,"2,689","1,986","1,253","1,017",974,"15,152",39.67,617,"3,262",ขท.กาฬสินธุ์,กาฬสินธุ์
227,102,แยกดงแหลม - ลำพันชาด,77+000,"3,501","2,464",473,428,408,"2,785","1,744","1,383","1,207",870,"15,263",39.57,576,"2,955",ขท.กาฬสินธุ์,กาฬสินธุ์
227,200,ลำพันชาด - บ้านผาสุก,87+967,"1,650","1,832",158,86,65,740,189,162,161,97,"5,140",14.79,14,"1,870",ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
227,200,ลำพันชาด - บ้านผาสุก,93+557,"1,144",825,161,96,72,801,206,139,116,136,"3,696",20.70,89,931,ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
227,301,บ้านผาสุก - วาริชภูมิ,123+000,319,472,112,20,28,"1,292",156,63,61,37,"2,560",14.26,25,662,ขท.สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
227,301,บ้านผาสุก - วาริชภูมิ,145+320,"2,596","1,526",295,163,32,"2,456",354,183,104,47,"7,756",11.39,21,"2,204",ขท.สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
